262044;Душевая кабина Aqualux AQ-317GT Cleo;http://santehnika-online.ru/upload/iblock/12c/DUSHEVYE_KABINY_AQUALUX__CLEO_N000162044_1.JPG;Артикул: 006-140017;Тип: кабина;Управление: ручное;Вид поддона: низкий;Высота поддона, см: 12;Материал поддона: акрил;Ширина, см: 90;Глубина, см: 90;Высота, см: 210;Глубина поддона, см: 6;Гарантия (лет): 1 год;Форма: четверть круга;Область применения: бытовая;Страна производитель: Италия, Китай;Конструкция дверей: раздвижная;Исполнение полотна двери: прозрачное;Материал задней стенки: матовое стекло;Освещение: нет;Расположение: угловое;Вход: спереди;Количество секций двери: 2;Цвет корпуса: белый;Толщина полотна двери, мм: 4;Цвет задней стенки: матовый;Материал профиля: алюминий;Цвет профиля: белый;Наличие крыши: закрытая, c крышей;Полки: есть;Тропический душ: есть;Оснащение: душевой гарнитур, полки;Гидромассаж: нет;Турецкая баня: нет, установка не предусмотрена;Финская сауна: нет;Инфракрасная сауна: нет;Хромотерапия: нет, установка не предусмотрена;Встроенное сиденье: нет;Таймер: нет;Вентиляция: нет;Зеркало: нет;Регулируемая высота ножек: да;;;;;;;;;;;;;;
103228;Душевая кабина River Rein 90/26 МТ Б/К;http://santehnika-online.ru/upload/resize_cache/iblock/61c/732_722_1/DUSHEVYE_KABINY_RIVER_REIN_BK_3228_2.JPG;Артикул: REIN Б/К 90/26  МТ;Тип: кабина;Управление: ручное;Вид поддона: средний;Высота поддона, см: 26;Материал поддона: акрил;Ширина, см: 90;Глубина, см: 90;Высота, см: 190;Глубина поддона, см: 12;Гарантия (лет): 1 год;Форма: четверть круга;Область применения: бытовая;Страна производитель: Китай, Россия;Конструкция дверей: раздвижная;Исполнение полотна двери: матовое;Материал задней стенки: акрил;Освещение: нет;Наличие крыши: открытая, без крыши;Расположение: угловое;Вход: спереди;Количество секций двери: 2;Цвет корпуса: белый;Толщина полотна двери, мм: 4;Цвет задней стенки: белый;Материал профиля: алюминий;Цвет профиля: матовый, хром;Название цвета: хром матовый;Полки: есть;Встроенное сиденье: есть, одно сиденье;Зеркало: есть;Оснащение: душевой гарнитур, полки, сифон, экран;Гидромассаж: нет;Тропический душ: нет;Турецкая баня: нет, установка не предусмотрена;Финская сауна: нет;Инфракрасная сауна: нет;Хромотерапия: нет, установка не предусмотрена;Таймер: нет, установка не предусмотрена;Вентиляция: нет;Регулируемая высота ножек: да;;;;;;;;;;;;;
139837;Душевая кабина River Rein 80/26 МТ;http://santehnika-online.ru/upload/iblock/118/River_Rein_80_26MT.jpg;Артикул: Rein 80/26 МТ;Тип: кабина;Управление: ручное;Вид поддона: средний;Высота поддона, см: 26;Материал поддона: акрил;Ширина, см: 80;Глубина, см: 80;Высота, см: 210;Глубина поддона, см: 12;Гарантия (лет): 1 год;Форма: четверть круга;Область применения: бытовая;Страна производитель: Китай, Россия;Конструкция дверей: раздвижная;Исполнение полотна двери: матовое;Материал задней стенки: акрил;Освещение: нет;Расположение: угловое;Вход: спереди;Количество секций двери: 2;Цвет корпуса: белый;Толщина полотна двери, мм: 4;Цвет задней стенки: белый;Материал профиля: алюминий;Цвет профиля: матовый, хром;Название цвета: хром матовый;Наличие крыши: закрытая, c крышей;Полки: есть;Тропический душ: есть;Встроенное сиденье: есть, одно сиденье;Вентиляция: есть;Зеркало: есть;Оснащение: душевой гарнитур, полки, сифон, экран;Гидромассаж: нет;Турецкая баня: нет, установка не предусмотрена;Финская сауна: нет;Инфракрасная сауна: нет;Хромотерапия: нет, установка не предусмотрена;Таймер: нет, установка не предусмотрена;Регулируемая высота ножек: да;;;;;;;;;;;;;
326035;Душевая кабина Niagara NG-1507G;http://santehnika-online.ru/upload/iblock/2e1/DUSHEVYE_KABINY_NIAGARA___N000226035_1.JPG;Артикул: NG-1507G;Тип: кабина;Управление: ручное;Вид поддона: средний;Высота поддона, см: 26;Материал поддона: акрил;Ширина, см: 80;Глубина, см: 80;Высота, см: 220;Глубина поддона, см: 13;Гарантия (лет): 1 год;Форма: четверть круга;Электропитание, В: 220-230;Область применения: бытовая;Страна производитель: Китай;Конструкция дверей: раздвижная;Исполнение полотна двери: тонированное;Цвет полотна двери: черное;Материал задней стенки: стекло;Освещение: нет;Расположение: угловое;Вход: спереди;Количество секций двери: 2;Цвет корпуса: белый;Толщина полотна двери, мм: 4;Цвет задней стенки: черный;Материал профиля: алюминий;Цвет профиля: матовый, хром;Название цвета: хром матовый;Наличие крыши: закрытая, c крышей;Полки: есть;Гидромассаж: есть;Тропический душ: есть;Зона гидромассажа: гидромассаж спины;Оснащение: душевой гарнитур, полки, сифон;Дополнительная информация: 2 режима ручного душа;Турецкая баня: нет, установка не предусмотрена;Финская сауна: нет;Инфракрасная сауна: нет;Озонирование: нет;Хромотерапия: нет, установка не предусмотрена;Встроенное сиденье: нет;Радио: нет;Таймер: нет;Вентиляция: нет;Зеркало: нет;Ароматерапия: нет;Регулируемая высота ножек: да;Количество форсунок спинного массажа: 6;Телефон (громкая связь): нет;Подключение к аудио: нет;;;
326028;Душевая кабина Niagara NG-1307G;http://santehnika-online.ru/upload/iblock/aa6/DUSHEVYE_KABINY_NIAGARA___N000226028_1.JPG;Артикул: NG-1307G;Тип: кабина;Управление: ручное;Вид поддона: средний;Высота поддона, см: 26;Материал поддона: акрил;Ширина, см: 80;Глубина, см: 80;Высота, см: 220;Глубина поддона, см: 13;Гарантия (лет): 1 год;Форма: четверть круга;Электропитание, В: 220-230;Область применения: бытовая;Страна производитель: Китай;Конструкция дверей: раздвижная;Исполнение полотна двери: матовое;Материал задней стенки: стекло;Освещение: нет;Расположение: угловое;Вход: спереди;Количество секций двери: 2;Цвет корпуса: белый;Толщина полотна двери, мм: 4;Цвет задней стенки: белый;Материал профиля: алюминий;Цвет профиля: матовый, хром;Название цвета: хром матовый;Наличие крыши: закрытая, c крышей;Полки: есть;Гидромассаж: есть;Тропический душ: есть;Зона гидромассажа: гидромассаж спины;Оснащение: душевой гарнитур, полки, сифон;Дополнительная информация: 2 режима ручного душа;Турецкая баня: нет, установка не предусмотрена;Финская сауна: нет;Инфракрасная сауна: нет;Озонирование: нет;Хромотерапия: нет, установка не предусмотрена;Встроенное сиденье: нет;Радио: нет;Таймер: нет;Вентиляция: нет;Зеркало: нет;Ароматерапия: нет;Регулируемая высота ножек: да;Количество форсунок спинного массажа: 6;Телефон (громкая связь): нет;Подключение к аудио: нет;;;;
103201;Душевая кабина River Rein 90/26 МТ;http://santehnika-online.ru/upload/iblock/5f4/River_Rein_90_26MT_1.jpg;Артикул: Rein 90/26 МТ;Тип: кабина;Управление: ручное;Вид поддона: средний;Высота поддона, см: 26;Материал поддона: акрил;Ширина, см: 90;Глубина, см: 90;Высота, см: 210;Глубина поддона, см: 12;Гарантия (лет): 1 год;Форма: четверть круга;Область применения: бытовая;Страна производитель: Китай, Россия;Конструкция дверей: раздвижная;Исполнение полотна двери: матовое;Материал задней стенки: акрил;Освещение: нет;Расположение: угловое;Вход: спереди;Количество секций двери: 2;Цвет корпуса: белый;Толщина полотна двери, мм: 4;Цвет задней стенки: белый;Материал профиля: алюминий;Цвет профиля: матовый, хром;Название цвета: хром матовый;Наличие крыши: закрытая, c крышей;Полки: есть;Тропический душ: есть;Встроенное сиденье: есть, одно сиденье;Вентиляция: есть;Зеркало: есть;Оснащение: душевой гарнитур, полки, сифон, экран;Гидромассаж: нет;Турецкая баня: нет, установка не предусмотрена;Финская сауна: нет;Инфракрасная сауна: нет;Хромотерапия: нет, установка не предусмотрена;Таймер: нет, установка не предусмотрена;Регулируемая высота ножек: да;;;;;;;;;;;;;
128281;Душевая кабина River Nara 80/43 MT Б/К;http://santehnika-online.ru/upload/iblock/d68/DUSHEVYE_KABINY_RIVER_NARA__28281_3.JPG;Артикул: NARA Б/К  80/43  МТ;Тип: кабина;Управление: ручное;Вид поддона: глубокий;Высота поддона, см: 43;Материал поддона: акрил;Ширина, см: 80;Глубина, см: 80;Высота, см: 190;Глубина поддона, см: 30;Гарантия (лет): 1 год;Форма: четверть круга;Электропитание, В: 220-230;Область применения: бытовая;Страна производитель: Китай, Россия;Конструкция дверей: раздвижная;Исполнение полотна двери: матовое;Материал полотна двери: стекло;Материал задней стенки: матовое стекло;Освещение: нет;Наличие крыши: открытая, без крыши;Расположение: угловое;Вход: спереди;Количество секций двери: 2;Цвет корпуса: белый;Толщина полотна двери, мм: 4;Цвет задней стенки: матовый;Материал профиля: алюминий;Цвет профиля: матовый, хром;Название цвета: хром матовый;Встроенное сиденье: есть, одно сиденье;Оснащение: душевой гарнитур, сифон, экран;Полки: нет;Гидромассаж: нет;Тропический душ: нет;Турецкая баня: нет, установка не предусмотрена;Финская сауна: нет;Инфракрасная сауна: нет;Хромотерапия: нет, установка не предусмотрена;Таймер: нет, установка не предусмотрена;Вентиляция: нет;Зеркало: нет;Регулируемая высота ножек: да;;;;;;;;;;;
252940;Душевая кабина Esbano ES-108CKR;http://santehnika-online.ru/upload/resize_cache/iblock/464/732_722_1/DUSHEVYE_KABINY_ESBANO_CKR__N000152940_1.JPG;Артикул: ES-108CKR;Тип: кабина;Управление: ручное;Вид поддона: средний;Высота поддона, см: 15;Материал поддона: акрил;Ширина, см: 100;Глубина, см: 80;Высота, см: 210;Гарантия (лет): 1 год;Форма: прямоугольная;Область применения: бытовая;Страна производитель: Испания;Конструкция дверей: раздвижная;Исполнение полотна двери: матовое;Материал полотна двери: стекло;Материал задней стенки: стекло;Освещение: нет;Расположение: угловое;Вход: спереди;Количество секций двери: 1;Цвет корпуса: белый;Толщина полотна двери, мм: 5;Цвет задней стенки: белый;Материал профиля: алюминий;Цвет профиля: матовый, хром;Название цвета: хром матовый;Наличие крыши: закрытая, c крышей;Полки: есть;Тропический душ: есть;Вентиляция: есть;Зеркало: есть;Оснащение: душевой гарнитур, полки;Гидромассаж: нет;Турецкая баня: нет, установка не предусмотрена;Финская сауна: нет;Инфракрасная сауна: нет;Озонирование: нет;Хромотерапия: нет, установка не предусмотрена;Встроенное сиденье: нет;Радио: нет;Таймер: нет;Ароматерапия: нет;Регулируемая высота ножек: да;Телефон (громкая связь): нет;Подключение к аудио: нет;;;;;;;;
262197;Душевая кабина Aqualux AQ-309GM Optima;http://santehnika-online.ru/upload/iblock/993/DUSHEVYE_KABINY_AQUALUX__OPTIMA_N000162197_1.JPG;Артикул: AQ-309GM матовая (006-140030);Тип: кабина;Управление: ручное;Вид поддона: глубокий;Высота поддона, см: 40;Материал поддона: акрил;Ширина, см: 90;Глубина, см: 90;Высота, см: 215;Глубина поддона, см: 34;Гарантия (лет): 1 год;Форма: четверть круга;Область применения: бытовая;Страна производитель: Италия, Китай;Конструкция дверей: раздвижная;Исполнение полотна двери: матовое;Материал задней стенки: стекло;Освещение: нет;Наличие крыши: открытая, без крыши;Расположение: угловое;Вход: спереди;Количество секций двери: 2;Цвет корпуса: белый;Толщина полотна двери, мм: 4;Цвет задней стенки: матовый;Цвет профиля: белый;Встроенное сиденье: есть, одно сиденье;Оснащение: душевой гарнитур, мыльница;Полки: нет;Гидромассаж: нет;Тропический душ: нет;Турецкая баня: нет, установка не предусмотрена;Финская сауна: нет;Инфракрасная сауна: нет;Хромотерапия: нет, установка не предусмотрена;Таймер: нет;Вентиляция: нет;Зеркало: нет;Регулируемая высота ножек: нет;;;;;;;;;;;;;;;
128259;Душевая кабина River Nara 80/26 MT Б/К;http://santehnika-online.ru/upload/iblock/71a/River_Nara_80_26MT_BK_1.jpg;Артикул: NARA Б/К  80/26  МТ;Тип: кабина;Управление: ручное;Вид поддона: средний;Высота поддона, см: 26;Материал поддона: акрил;Ширина, см: 80;Глубина, см: 80;Высота, см: 190;Глубина поддона, см: 12;Гарантия (лет): 1 год;Форма: четверть круга;Электропитание, В: 220-230;Область применения: бытовая;Страна производитель: Китай, Россия;Конструкция дверей: раздвижная;Исполнение полотна двери: матовое;Материал задней стенки: матовое стекло;Освещение: нет;Наличие крыши: открытая, без крыши;Расположение: угловое;Вход: спереди;Количество секций двери: 2;Цвет корпуса: белый;Толщина полотна двери, мм: 4;Цвет задней стенки: матовый;Материал профиля: алюминий;Цвет профиля: матовый, хром;Название цвета: хром матовый;Встроенное сиденье: установка по желанию;Оснащение: душевой гарнитур, сифон, экран;Полки: нет;Гидромассаж: нет;Тропический душ: нет;Турецкая баня: нет, установка не предусмотрена;Финская сауна: нет;Инфракрасная сауна: нет;Хромотерапия: нет, установка не предусмотрена;Таймер: нет, установка не предусмотрена;Вентиляция: нет;Зеркало: нет;Регулируемая высота ножек: да;;;;;;;;;;;;
322865;Душевая кабина Am.Pm Like W80C-016R-090MTA правая;http://santehnika-online.ru/upload/resize_cache/iblock/2da/732_722_1/DUSHEVYE_KABINY_AMPM_LIKE_PRAVAYA_N000222865_5.JPG;Артикул: W80C-016R090MTA;Тип: кабина;Управление: ручное;Ориентация: правая;Вид поддона: средний;Высота поддона, см: 15;Материал поддона: акрил;Ширина, см: 90;Глубина, см: 90;Высота, см: 206;Глубина поддона, см: 4;Гарантия (лет): 2 года;Форма: четверть круга;Область применения: бытовая;Страна производитель: Германия;Конструкция дверей: раздвижная;Исполнение полотна двери: прозрачное;Материал задней стенки: стекло;Освещение: нет;Наличие крыши: открытая, без крыши;Расположение: угловое;Вход: спереди;Количество секций двери: 1;Цвет корпуса: белый;Толщина полотна двери, мм: 6;Цвет задней стенки: белый;Материал профиля: алюминий;Цвет профиля: матовый, хром;Название цвета: хром матовый;Полки: есть;Тропический душ: есть;Зеркало: есть;Оснащение: душевой гарнитур, полки;Гидромассаж: нет;Турецкая баня: нет, установка не предусмотрена;Финская сауна: нет;Инфракрасная сауна: нет;Озонирование: нет;Хромотерапия: нет, установка не предусмотрена;Встроенное сиденье: нет;Радио: нет;Таймер: нет;Вентиляция: нет;Ароматерапия: нет;Регулируемая высота ножек: да;Телефон (громкая связь): нет;Подключение к аудио: нет;;;;;;;
